unit_id,m_wvs_q13,m_wvs_q14,m_composite,q275_cell,gps_patience_cell,m_noise,m_llm_patience_llama,m_llm_patience_phi
ARG|F|18-24,1.81,1.72,1.252433093589328,2.67,-0.017020624,0.2782189864905827,0.5180482264707685,0.6696277855640933
ARG|F|25-34,1.7809523809523808,1.6095238095238096,0.2547196950581546,3.323809523809524,-0.15313862,-0.3141200470729926,0.5499997758486433,0.6761661604383626
ARG|F|35-44,1.7912087912087913,1.6153846153846154,0.3837667062449602,3.230769230769231,-0.24833728,1.283400256874322,0.5482682740093363,0.6425353871826516
ARG|F|45-54,1.8101265822784811,1.7468354430379749,1.4342663362439296,2.8607594936708862,-0.3010481,1.4098527816606683,0.5306532373352291,0.6072903665111653
ARG|F|55-64,1.7049180327868851,1.6721311475409837,0.0122976501378368,2.278688524590164,-0.3508143,-0.3809673628939239,0.5203013002460519,0.5919315701289188
ARG|F|65+,1.7073170731707317,1.7195121951219512,0.3523456260619637,2.0609756097560976,-0.52124614,1.5214043385503284,0.46114131830289923,0.4913277554796448
ARG|M|18-24,1.8478260869565215,1.7826086956521738,2.0044435034516885,2.5760869565217392,0.06804057,0.2695271067069885,0.4980321718580545,0.6631443817467001
ARG|M|25-34,1.8235294117647056,1.6666666666666667,1.011412851606533,3.07843137254902,-0.048730478,-0.4812670942965501,0.5346444898915941,0.6746781383743435
ARG|M|35-44,1.7804878048780488,1.6585365853658536,0.5807468358186995,2.975609756097561,-0.1338728,-0.8064525742106374,0.532604847975465,0.6368245272831679
ARG|M|45-54,1.7671232876712328,1.7808219178082192,1.2875758113769524,2.4657534246575343,-0.24391176,-0.9829378226724276,0.5128849709167538,0.6075946776658604
ARG|M|55-64,1.7285714285714286,1.6142857142857143,-0.1706901944347707,2.442857142857143,-0.21415988,0.3179177884368353,0.501713508004986,0.5753676305299369
ARG|M|65+,1.7878787878787878,1.6363636363636365,0.4959701153164125,2.3333333333333335,-0.37711158,0.4163265119712453,0.4353747127377424,0.45316022823800683
AUS|F|18-24,1.8571428571428572,1.4285714285714286,-0.2985088653907395,4.571428571428571,1.0771183,1.338899683734812,0.5374706653598234,0.6730729214276332
AUS|F|25-34,1.7484662576687116,1.539877300613497,-0.4980503663474302,5.253086419753086,0.42195866,1.202665243704765,0.5687595141259363,0.6848161691054158
AUS|F|35-44,1.804878048780488,1.4878048780487805,-0.3560567989030847,5.425,0.7233833,0.5093760773494698,0.5703923239736437,0.6511365815410572
AUS|F|45-54,1.7921348314606742,1.5674157303370786,0.0688001113806333,5.045197740112994,0.8066883,-0.830184164487704,0.5535099521678895,0.6133317389924464
AUS|F|55-64,1.8,1.5574468085106383,0.0703548177391114,4.407894736842105,0.835857,1.1725496226106469,0.5472383356636443,0.6096227735374473
AUS|F|65+,1.7466216216216215,1.6452702702702702,0.1956254396375059,3.6056338028169015,0.23611194,-0.7364552843731773,0.4813438130446289,0.5059709390555625
AUS|M|18-24,1.64,1.68,-0.5016831348371849,4.6,0.89384544,-0.6626995359068237,0.5206711909282933,0.6680179370200603
AUS|M|25-34,1.7384615384615385,1.5384615384615383,-0.5949633035795939,5.359375,0.90337473,-0.4742378694098785,0.5580756375246837,0.684808256384903
AUS|M|35-44,1.8823529411764703,1.4705882352941178,0.2046376450028675,5.325301204819277,1.0133718,-0.5170642559567952,0.556777665642612,0.6436267927679116
AUS|M|45-54,1.7346938775510203,1.5510204081632653,-0.543289161618168,4.7555555555555555,0.85635304,0.5733817919397022,0.5402995321664205,0.6132793662915301
AUS|M|55-64,1.794871794871795,1.5,-0.3613183992636457,4.805369127516778,0.74852973,-0.8050734177122048,0.5342723312006686,0.587366560387174
AUS|M|65+,1.7985347985347986,1.575091575091575,0.1763897685436367,4.4319066147859925,0.6618519,-0.2709188990865112,0.4599712487458986,0.4441939046158312
BGD|F|18-24,1.7142857142857142,1.8979591836734695,1.6149883051711664,2.5547945205479454,0.21186933,-0.0755190899455571,0.497967895489522,0.640634939864485
BGD|F|25-34,1.8285714285714283,1.9142857142857144,2.7230795881143264,1.7904761904761906,0.117035784,0.3147307374390882,0.5307334392414674,0.6621304695792367
BGD|F|35-44,1.8045112781954888,1.8796992481203008,2.280017109790798,1.4736842105263157,0.04581095,-0.8469922267449197,0.5238391975317688,0.6280114089350591
BGD|F|45-54,1.7424242424242424,1.9090909090909092,1.9357103125293564,0.8484848484848485,-0.047285654,1.359233294589526,0.5061031025353645,0.6003121131075771
