unit_id,m_afford_raw,m_space_raw,m_uncrowded_raw,m_composite_raw,m_noise_raw,m_geo_dict_raw,v_aux,y
u000000,2.3447657583017163,0.6285594533305325,0.04959653614560169,0.7199756756572847,1.0277417521737067,-1.3278352216308462,0.19369463009582064,1.4240487579292609
u000001,2.3322379635373314,0.32704135754480507,0.09251223020604676,0.690131638034963,-0.6075759545282355,-1.3228439144608317,0.16560018116315767,1.4461698166187793
u000002,1.7826994032844994,1.1556204656817255,0.025842527794874767,0.6870376955964786,0.3321255654388743,-1.3328265288008536,0.29261816660129836,1.284388847047512
u000003,0.9329675088245888,0.1569660820761381,0.050329301225959765,0.2943239407715303,-0.2761352828165531,-1.3378178359708683,0.08524079408365075,0.6631661712587155
u000004,-0.012880995886439435,0.3447107993516698,0.08561575927708796,0.15365765175399762,-0.8974916701462622,-1.3378178359708683,0.16298894396574198,0.10889406234663582
u000005,0.08744663781489194,-0.26972965928675957,0.08961841834804066,0.04358924121915376,0.242839436964612,-1.3378178359708683,0.024645836788273284,-0.07188978805933552
u000006,-0.11136630682830236,-0.2009176972725172,0.0907249008582453,0.014657559551804415,0.12278832939100026,-1.3378178359708683,0.04164982735617573,-0.05871172713871361
u000007,-0.39513664957954914,-0.25523193267039723,0.12347647112857443,-0.03145810221296899,-0.19249770437511107,-1.3378178359708683,0.060902238670538594,-0.2120662640780337
u000008,-0.9423591469347639,-0.45870257434508765,0.10049920162528049,-0.22275830000636596,0.0024729485870223656,-1.3428091431408828,-0.008525156401259337,-0.5692045483781207
u000009,-0.0944695752343217,-0.18528315780534899,0.08650141812972065,0.01803895239113858,-0.39586419173093396,-1.3378178359708683,0.04116493110502162,-0.11605888650796357
u000010,-0.35139464349045885,0.019648332203345185,0.07769971749617116,-0.003101974607114736,-0.31479251079160175,-1.3428091431408828,0.08005034264699042,-0.14980374373130212
u000011,-0.31591677092241194,-0.2653557555646469,0.09836594568187058,-0.039114286429631134,-0.029476716780638432,-1.3428091431408828,0.03415843681375767,-0.2097631898820812
u000012,-0.41882365648699876,-0.04298516714615038,0.06975884916437779,-0.039797819608916894,-0.5947051445757171,-1.3428091431408828,0.05783547700207965,-0.1580143182752159
u000013,-0.6301117581014498,-0.5775805815362782,0.10474847893517437,-0.17413298415168388,0.3213853877683956,-1.3428091431408828,-0.03191430878649971,-0.44650928410903784
u000014,-1.028527214284753,-0.47131898220505597,0.10743675682408677,-0.23870723782556172,0.07883563618701045,-1.3428091431408828,-0.004704305195246087,-0.7349165902769028
u000015,-0.9188826911998249,-0.479596284699903,0.041451186127348424,-0.2771850295124749,0.33517036889967083,-1.3428091431408828,-0.07073961902734476,-0.6684166428031283
u000016,-0.5767370358699966,0.20636779942121725,0.06498150352462462,-0.02475839065991234,-0.020828644820219892,-1.3478004503108902,0.11091423937371413,-0.3661035030867149
u000017,-0.9214093052699528,-0.5562374673738996,0.08974190540949739,-0.2497222275738039,0.12108401414754355,-1.3478004503108902,-0.04155587244245356,-0.7763906086553647
u000018,-0.9893646961977695,-0.03448683126091502,0.06815910205475886,-0.16930903658907298,-0.4007330679896691,-1.3428091431408828,0.05824819734536107,-0.6968770260548768
u000019,-0.6671161266701989,0.014734492839610838,0.054070400036224334,-0.09814172996286259,-0.2825563938135901,-1.3478004503108902,0.05595187774382972,-0.48166364096593106
u000020,-1.3227198400752775,-0.36574856631245767,0.05842591393916948,-0.327969236722187,1.1067876627923583,-1.3478004503108902,-0.02789118028753365,-0.8038275574403538
u000021,-1.1354872099201703,-0.3843226190260093,0.05126267576274378,-0.2961560069033493,0.07594734452957473,-1.3478004503108902,-0.039151394536744974,-0.7385196963406112
u000022,-1.1294338637104884,-0.13449887105128813,0.09120379587788437,-0.20193011425062005,0.15941800447114945,-1.3478004503108902,0.05749001050030778,-0.7240200032473227
u000023,-0.8896160782208427,-0.09504560588514352,0.042947087607164466,-0.18360225699940216,0.11885853750482256,-1.3478004503108902,0.019730940096956907,-0.42708847557842694
u000024,-0.6688531738434118,-0.06420787939119312,0.06612577157912004,-0.10483916156791978,-1.0970906647328331,-1.3478004503108902,0.0493924577423325,-0.38562533165312274
u000025,-0.7721285239598924,-0.37718622655684253,0.03916787278346332,-0.22312631657964635,0.28326805340350025,-1.352791757480905,-0.049252158502926274,-0.33477453649681144
u000026,-0.742703997601527,-0.2833202089241091,0.05111848001961739,-0.1843944422319543,-0.20742245068898035,-1.352791757480905,-0.015911165118296405,-0.5576405429807342
u000027,-1.085744495414526,-0.26196995287251257,0.02838843204905117,-0.2789739674849375,-0.34493692222721706,-1.352791757480905,-0.03305610201812072,-0.5774255040051334
u000028,-1.1729126808339403,-0.41522288038298205,0.06542921927722893,-0.29832412186893315,0.29225518562208713,-1.352791757480905,-0.0325384194458822,-0.9600944167783367
u000029,-1.1491730361333632,-0.2933471011165669,0.05028675357613252,-0.2799506791673664,-0.44271895161259506,-1.352791757480905,-0.019040422979507636,-0.6827728142994374
u000030,-1.0228949704200927,-0.14559425699178216,0.07583301537994688,-0.1944893093691657,0.2559993570301428,-1.352791757480905,0.03998557776230922,-0.6531888376476619
